# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/fl/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:16:17 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02323500 SUWANNEE RIVER NEAR WILCOX, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02323500
#    DD parameter statistic   Description
#    05   00055     00001     Stream velocity, feet per second (Maximum)
#    05   00055     00002     Stream velocity, feet per second (Minimum)
#    05   00055     00003     Stream velocity, feet per second (Mean)
#    06   00065     00003     Gage height, feet (Mean)
#    07   00060     00003     Discharge, cubic feet per second (Mean)
#    13   72020     00003     Elevation above NGVD 1929, feet (Mean)
#    15   00065     00003     Gage height, feet (Mean), [(2)]
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	05_00055_00001	05_00055_00001_cd	05_00055_00002	05_00055_00002_cd	05_00055_00003	05_00055_00003_cd	06_00065_00003	06_00065_00003_cd	07_00060_00003	07_00060_00003_cd	13_72020_00003	13_72020_00003_cd	15_00065_00003	15_00065_00003_cd
USGS	02323500	1943-04-14									7450	A				
USGS	02323500	1943-04-15									7450	A				
USGS	02323500	1943-04-16									7450	A				
USGS	02323500	1943-04-17									7450	A				
USGS	02323500	1943-04-18									7450	A				
USGS	02323500	1943-04-19									7450	A				
USGS	02323500	1943-04-20									7450	A				
USGS	02323500	1943-04-21									7450	A				
USGS	02323500	1943-04-22									7450	A				
USGS	02323500	1943-04-23									7450	A				
USGS	02323500	1943-04-24									7450	A				
USGS	02323500	1943-04-25									7450	A				
USGS	02323500	1943-04-26									7450	A				
USGS	02323500	1943-04-27									7450	A				
USGS	02323500	1943-04-28									7450	A				
USGS	02323500	1943-04-29									7450	A				
USGS	02323500	1943-04-30									7450	A				
USGS	02323500	1943-05-01									6000	A				
USGS	02323500	1943-05-02									6000	A				
USGS	02323500	1943-05-03									6000	A				
USGS	02323500	1943-05-04									6000	A				
USGS	02323500	1943-05-05									6000	A				
USGS	02323500	1943-05-06									6000	A				
USGS	02323500	1943-05-07									6000	A				
USGS	02323500	1943-05-08									6000	A				
USGS	02323500	1943-05-09									6000	A				
USGS	02323500	1943-05-10									6000	A				
USGS	02323500	1943-05-11									6000	A				
USGS	02323500	1943-05-12									6000	A				
USGS	02323500	1943-05-13									6000	A				
USGS	02323500	1943-05-14									6000	A				
USGS	02323500	1943-05-15									6000	A				
USGS	02323500	1943-05-16									6000	A				
USGS	02323500	1943-05-17									6000	A				
USGS	02323500	1943-05-18									6000	A				
USGS	02323500	1943-05-19									6000	A				
USGS	02323500	1943-05-20									6000	A				
USGS	02323500	1943-05-21									6000	A				
USGS	02323500	1943-05-22									6000	A				
USGS	02323500	1943-05-23									6000	A				
USGS	02323500	1943-05-24									6000	A				
USGS	02323500	1943-05-25									6000	A				
USGS	02323500	1943-05-26									6000	A				
USGS	02323500	1943-05-27									6000	A				
USGS	02323500	1943-05-28									6000	A				
USGS	02323500	1943-05-29									6000	A				
USGS	02323500	1943-05-30									6000	A				
USGS	02323500	1943-05-31									6000	A				
USGS	02323500	1943-06-01									6500	A				
USGS	02323500	1943-06-02									6500	A				
USGS	02323500	1943-06-03									6500	A				
USGS	02323500	1943-06-04									6500	A				
USGS	02323500	1943-06-05									6500	A				
USGS	02323500	1943-06-06									6500	A				
USGS	02323500	1943-06-07									6500	A				
USGS	02323500	1943-06-08									6500	A				
USGS	02323500	1943-06-09									6500	A				
USGS	02323500	1943-06-10									6500	A				
USGS	02323500	1943-06-11									6500	A				
USGS	02323500	1943-06-12									6500	A				
USGS	02323500	1943-06-13									6500	A				
USGS	02323500	1943-06-14									6500	A				
USGS	02323500	1943-06-15									6500	A				
USGS	02323500	1943-06-16									6500	A				
USGS	02323500	1943-06-17									6500	A				
USGS	02323500	1943-06-18									6500	A				
USGS	02323500	1943-06-19									6500	A				
USGS	02323500	1943-06-20									6500	A				
USGS	02323500	1943-06-21									6500	A				
USGS	02323500	1943-06-22									6500	A				
USGS	02323500	1943-06-23									6500	A				
USGS	02323500	1943-06-24									6500	A				
USGS	02323500	1943-06-25									6500	A				
USGS	02323500	1943-06-26									6500	A				
USGS	02323500	1943-06-27									6500	A				
USGS	02323500	1943-06-28									6500	A				
USGS	02323500	1943-06-29									6500	A				
USGS	02323500	1943-06-30									6500	A				
USGS	02323500	1943-07-01									5600	A				
USGS	02323500	1943-07-02									5600	A				
USGS	02323500	1943-07-03									5600	A				
USGS	02323500	1943-07-04									5600	A				
USGS	02323500	1943-07-05									5600	A				
USGS	02323500	1943-07-06									5600	A				
USGS	02323500	1943-07-07									5600	A				
USGS	02323500	1943-07-08									5600	A				
USGS	02323500	1943-07-09									5600	A				
USGS	02323500	1943-07-10									5600	A				
USGS	02323500	1943-07-11									5600	A				
USGS	02323500	1943-07-12									5600	A				
USGS	02323500	1943-07-13									5600	A				
USGS	02323500	1943-07-14									5600	A				
USGS	02323500	1943-07-15									5600	A				
USGS	02323500	1943-07-16									5600	A				
USGS	02323500	1943-07-17									5600	A				
USGS	02323500	1943-07-18									5600	A				
USGS	02323500	1943-07-19									5600	A				
USGS	02323500	1943-07-20									5600	A				
USGS	02323500	1943-07-21									5600	A				
USGS	02323500	1943-07-22									5600	A				
USGS	02323500	1943-07-23									5600	A				
USGS	02323500	1943-07-24									5600	A				
USGS	02323500	1943-07-25									5600	A				
USGS	02323500	1943-07-26									5600	A				
USGS	02323500	1943-07-27									5600	A				
USGS	02323500	1943-07-28									5600	A				
USGS	02323500	1943-07-29									5600	A				
USGS	02323500	1943-07-30									5600	A				
USGS	02323500	1943-07-31									5600	A				
USGS	02323500	1943-08-01									5500	A				
USGS	02323500	1943-08-02									5500	A				
USGS	02323500	1943-08-03									5500	A				
USGS	02323500	1943-08-04									5500	A				
USGS	02323500	1943-08-05									5500	A				
USGS	02323500	1943-08-06									5500	A				
USGS	02323500	1943-08-07									5500	A				
USGS	02323500	1943-08-08									5500	A				
USGS	02323500	1943-08-09									5500	A				
USGS	02323500	1943-08-10									5500	A				
USGS	02323500	1943-08-11									5500	A				
USGS	02323500	1943-08-12									5500	A				
USGS	02323500	1943-08-13									5500	A				
USGS	02323500	1943-08-14									5500	A				
USGS	02323500	1943-08-15									5500	A				
USGS	02323500	1943-08-16									5500	A				
USGS	02323500	1943-08-17									5500	A				
USGS	02323500	1943-08-18									5500	A				
USGS	02323500	1943-08-19									5500	A				
USGS	02323500	1943-08-20									5500	A				
USGS	02323500	1943-08-21									5500	A				
USGS	02323500	1943-08-22									5500	A				
USGS	02323500	1943-08-23									5500	A				
USGS	02323500	1943-08-24									5500	A				
USGS	02323500	1943-08-25									5500	A				
USGS	02323500	1943-08-26									5500	A				
USGS	02323500	1943-08-27									5500	A				
USGS	02323500	1943-08-28									5500	A				
USGS	02323500	1943-08-29									5500	A				
USGS	02323500	1943-08-30									5500	A				
USGS	02323500	1943-08-31									5500	A				
USGS	02323500	1943-09-01									5000	A				
USGS	02323500	1943-09-02									5000	A				
USGS	02323500	1943-09-03									5000	A				
USGS	02323500	1943-09-04									5000	A				
USGS	02323500	1943-09-05									5000	A				
USGS	02323500	1943-09-06									5000	A				
USGS	02323500	1943-09-07									5000	A				
USGS	02323500	1943-09-08									5000	A				
USGS	02323500	1943-09-09									5000	A				
USGS	02323500	1943-09-10									5000	A				
USGS	02323500	1943-09-11									5000	A				
USGS	02323500	1943-09-12									5000	A				
USGS	02323500	1943-09-13									5000	A				
USGS	02323500	1943-09-14									5000	A				
USGS	02323500	1943-09-15									5000	A				
USGS	02323500	1943-09-16									5000	A				
USGS	02323500	1943-09-17									5000	A				
USGS	02323500	1943-09-18									5000	A				
USGS	02323500	1943-09-19									5000	A				
USGS	02323500	1943-09-20									5000	A				
USGS	02323500	1943-09-21									5000	A				
USGS	02323500	1943-09-22									5000	A				
USGS	02323500	1943-09-23									5000	A				
USGS	02323500	1943-09-24									5000	A				
USGS	02323500	1943-09-25									5000	A				
USGS	02323500	1943-09-26									5000	A				
USGS	02323500	1943-09-27									5000	A				
USGS	02323500	1943-09-28									5000	A				
USGS	02323500	1943-09-29									5000	A				
USGS	02323500	1943-09-30									5000	A				
USGS	02323500	1943-10-01									4600	A				
USGS	02323500	1943-10-02									4600	A				
USGS	02323500	1943-10-03									4600	A				
USGS	02323500	1943-10-04									4600	A				
USGS	02323500	1943-10-05									4600	A				
USGS	02323500	1943-10-06									4600	A				
USGS	02323500	1943-10-07									4600	A				
USGS	02323500	1943-10-08									4600	A				
USGS	02323500	1943-10-09									4600	A				
USGS	02323500	1943-10-10									4600	A				
USGS	02323500	1943-10-11									4500	A				
USGS	02323500	1943-10-12									4500	A				
USGS	02323500	1943-10-13									4500	A				
USGS	02323500	1943-10-14									4500	A				
USGS	02323500	1943-10-15									4500	A				
USGS	02323500	1943-10-16									4500	A				
USGS	02323500	1943-10-17									4500	A				
USGS	02323500	1943-10-18									4500	A				
USGS	02323500	1943-10-19									4500	A				
USGS	02323500	1943-10-20									4500	A				
USGS	02323500	1943-10-21									4400	A				
USGS	02323500	1943-10-22									4400	A				
USGS	02323500	1943-10-23									4400	A				
USGS	02323500	1943-10-24									4400	A				
USGS	02323500	1943-10-25									4400	A				
USGS	02323500	1943-10-26									4400	A				
USGS	02323500	1943-10-27									4400	A				
USGS	02323500	1943-10-28									4400	A				
USGS	02323500	1943-10-29									4400	A				
USGS	02323500	1943-10-30									4400	A				
USGS	02323500	1943-10-31									4400	A				
USGS	02323500	1943-11-01									4300	A				
USGS	02323500	1943-11-02									4300	A				
USGS	02323500	1943-11-03									4300	A				
USGS	02323500	1943-11-04									4300	A				
USGS	02323500	1943-11-05									4300	A				
USGS	02323500	1943-11-06									4300	A				
USGS	02323500	1943-11-07									4300	A				
USGS	02323500	1943-11-08									4300	A				
USGS	02323500	1943-11-09									4300	A				
USGS	02323500	1943-11-10									4300	A				
USGS	02323500	1943-11-11									4300	A				
USGS	02323500	1943-11-12									4300	A				
USGS	02323500	1943-11-13									4300	A				
USGS	02323500	1943-11-14									4300	A				
USGS	02323500	1943-11-15									4300	A				
USGS	02323500	1943-11-16									4300	A				
USGS	02323500	1943-11-17									4300	A				
USGS	02323500	1943-11-18									4300	A				
USGS	02323500	1943-11-19									4300	A				
USGS	02323500	1943-11-20									4300	A				
USGS	02323500	1943-11-21									4200	A				
USGS	02323500	1943-11-22									4200	A				
USGS	02323500	1943-11-23									4200	A				
USGS	02323500	1943-11-24									4200	A				
USGS	02323500	1943-11-25									4200	A				
USGS	02323500	1943-11-26									4200	A				
USGS	02323500	1943-11-27									4200	A				
USGS	02323500	1943-11-28									4200	A				
USGS	02323500	1943-11-29									4200	A				
USGS	02323500	1943-11-30									4200	A				
USGS	02323500	1943-12-01									4200	A				
USGS	02323500	1943-12-02									4200	A				
USGS	02323500	1943-12-03									4200	A				
USGS	02323500	1943-12-04									4200	A				
USGS	02323500	1943-12-05									4200	A				
USGS	02323500	1943-12-06									4200	A				
USGS	02323500	1943-12-07									4200	A				
USGS	02323500	1943-12-08									4200	A				
USGS	02323500	1943-12-09									4200	A				
USGS	02323500	1943-12-10									4200	A				
USGS	02323500	1943-12-11									4200	A				
USGS	02323500	1943-12-12									4200	A				
USGS	02323500	1943-12-13									4200	A				
USGS	02323500	1943-12-14									4200	A				
USGS	02323500	1943-12-15									4200	A				
USGS	02323500	1943-12-16									4200	A				
USGS	02323500	1943-12-17									4200	A				
USGS	02323500	1943-12-18									4200	A				
USGS	02323500	1943-12-19									4200	A				
USGS	02323500	1943-12-20									4200	A				
USGS	02323500	1943-12-21									4200	A				
USGS	02323500	1943-12-22									4200	A				
USGS	02323500	1943-12-23									4200	A				
USGS	02323500	1943-12-24									4200	A				
USGS	02323500	1943-12-25									4200	A				
USGS	02323500	1943-12-26									4200	A				
USGS	02323500	1943-12-27									4200	A				
USGS	02323500	1943-12-28									4200	A				
USGS	02323500	1943-12-29									4200	A				
USGS	02323500	1943-12-30									4200	A				
USGS	02323500	1943-12-31									4200	A				
USGS	02323500	1944-01-01									4200	A				
USGS	02323500	1944-01-02									4200	A				
USGS	02323500	1944-01-03									4200	A				
USGS	02323500	1944-01-04									4200	A				
USGS	02323500	1944-01-05									4200	A				
USGS	02323500	1944-01-06									4200	A				
USGS	02323500	1944-01-07									4200	A				
USGS	02323500	1944-01-08									4200	A				
USGS	02323500	1944-01-09									4200	A				
USGS	02323500	1944-01-10									4200	A				
USGS	02323500	1944-01-11									4300	A				
USGS	02323500	1944-01-12									4300	A				
USGS	02323500	1944-01-13									4300	A				
USGS	02323500	1944-01-14									4300	A				
USGS	02323500	1944-01-15									4300	A				
USGS	02323500	1944-01-16									4300	A				
USGS	02323500	1944-01-17									4300	A				
USGS	02323500	1944-01-18									4300	A				
USGS	02323500	1944-01-19									4300	A				
USGS	02323500	1944-01-20									4300	A				
USGS	02323500	1944-01-21									4800	A				
USGS	02323500	1944-01-22									4800	A				
USGS	02323500	1944-01-23									4800	A				
USGS	02323500	1944-01-24									4800	A				
USGS	02323500	1944-01-25									4800	A				
USGS	02323500	1944-01-26									4800	A				
USGS	02323500	1944-01-27									4800	A				
USGS	02323500	1944-01-28									4800	A				
USGS	02323500	1944-01-29									4800	A				
USGS	02323500	1944-01-30									4800	A				
USGS	02323500	1944-01-31									4800	A				
USGS	02323500	1944-02-01									5000	A				
USGS	02323500	1944-02-02									5000	A				
USGS	02323500	1944-02-03									5000	A				
USGS	02323500	1944-02-04									5000	A				
USGS	02323500	1944-02-05									5000	A				
USGS	02323500	1944-02-06									4800	A				
USGS	02323500	1944-02-07									4800	A				
USGS	02323500	1944-02-08									4800	A				
USGS	02323500	1944-02-09									4800	A				
USGS	02323500	1944-02-10									4800	A				
USGS	02323500	1944-02-11									4600	A				
USGS	02323500	1944-02-12									4600	A				
USGS	02323500	1944-02-13									4600	A				
USGS	02323500	1944-02-14									4600	A				
USGS	02323500	1944-02-15									4600	A				
USGS	02323500	1944-02-16									5400	A				
USGS	02323500	1944-02-17									5400	A				
USGS	02323500	1944-02-18									5400	A				
USGS	02323500	1944-02-19									5400	A				
USGS	02323500	1944-02-20									5400	A				
USGS	02323500	1944-02-21									6800	A				
USGS	02323500	1944-02-22									6800	A				
USGS	02323500	1944-02-23									6800	A				
USGS	02323500	1944-02-24									6800	A				
USGS	02323500	1944-02-25									6800	A				
USGS	02323500	1944-02-26									8800	A				
USGS	02323500	1944-02-27									8800	A				
USGS	02323500	1944-02-28									8800	A				
USGS	02323500	1944-02-29									8800	A				
USGS	02323500	1944-03-01									9000	A				
USGS	02323500	1944-03-02									9000	A				
USGS	02323500	1944-03-03									9000	A				
USGS	02323500	1944-03-04									9000	A				
USGS	02323500	1944-03-05									9000	A				
USGS	02323500	1944-03-06									8000	A				
USGS	02323500	1944-03-07									8000	A				
USGS	02323500	1944-03-08									8000	A				
USGS	02323500	1944-03-09									8000	A				
USGS	02323500	1944-03-10									8000	A				
USGS	02323500	1944-03-11									8400	A				
USGS	02323500	1944-03-12									8400	A				
USGS	02323500	1944-03-13									8400	A				
USGS	02323500	1944-03-14									8400	A				
USGS	02323500	1944-03-15									8400	A				
USGS	02323500	1944-03-16									11000	A				
USGS	02323500	1944-03-17							6.26	A	12200	A	5.73	A		
USGS	02323500	1944-03-18							6.50	A	12600	A	5.97	A		
USGS	02323500	1944-03-19							6.77	A	13200	A	6.24	A		
USGS	02323500	1944-03-20							7.00	A	13600	A	6.47	A		
USGS	02323500	1944-03-21							6.98	A	13600	A	6.45	A		
USGS	02323500	1944-03-22							6.98	A	13600	A	6.45	A		
USGS	02323500	1944-03-23							7.10	A	13800	A	6.57	A		
USGS	02323500	1944-03-24							7.32	A	14200	A	6.79	A		
USGS	02323500	1944-03-25							7.30	A	14200	A	6.77	A		
USGS	02323500	1944-03-26							7.30	A	14200	A	6.77	A		
USGS	02323500	1944-03-27							7.24	A	14000	A	6.71	A		
USGS	02323500	1944-03-28							7.28	A	14200	A	6.75	A		
USGS	02323500	1944-03-29							7.54	A	14700	A	7.01	A		
USGS	02323500	1944-03-30							7.74	A	15100	A	7.21	A		
USGS	02323500	1944-03-31							7.88	A	15500	A	7.35	A		
USGS	02323500	1944-04-01							8.04	A	15700	A	7.51	A		
USGS	02323500	1944-04-02							8.40	A	16600	A	7.87	A		
USGS	02323500	1944-04-03							8.10	A	18100	A	8.57	A		
USGS	02323500	1944-04-04							9.28	A	18600	A	8.75	A		
USGS	02323500	1944-04-05							9.44	A	18800	A	8.91	A		
USGS	02323500	1944-04-06							9.62	A	19300	A	9.09	A		
USGS	02323500	1944-04-07							9.78	A	19800	A	9.25	A		
USGS	02323500	1944-04-08							9.92	A	20100	A	9.39	A		
USGS	02323500	1944-04-09							10.18	A	20900	A	9.65	A		
USGS	02323500	1944-04-10							10.38	A	21400	A	9.85	A		
USGS	02323500	1944-04-11							10.54	A	21700	A	10.01	A		
USGS	02323500	1944-04-12							10.65	A	22000	A	10.12	A		
USGS	02323500	1944-04-13							10.68	A	22300	A	10.15	A		
USGS	02323500	1944-04-14							10.66	A	22300	A	10.13	A		
USGS	02323500	1944-04-15							10.65	A	22000	A	10.12	A		
USGS	02323500	1944-04-16							10.60	A	22000	A	10.07	A		
USGS	02323500	1944-04-17							10.45	A	21400	A	9.92	A		
USGS	02323500	1944-04-18							10.30	A	21200	A	9.77	A		
USGS	02323500	1944-04-19							10.10	A	20600	A	9.57	A		
USGS	02323500	1944-04-20							9.90	A	20100	A	9.37	A		
USGS	02323500	1944-04-21							9.72	A	19600	A	9.19	A		
USGS	02323500	1944-04-22							9.58	A	19300	A	9.05	A		
USGS	02323500	1944-04-23							9.40	A	18800	A	8.87	A		
USGS	02323500	1944-04-24							9.32	A	18600	A	8.79	A		
USGS	02323500	1944-04-25							9.28	A	18600	A	8.75	A		
USGS	02323500	1944-04-26							9.26	A	18600	A	8.73	A		
USGS	02323500	1944-04-27							9.28	A	18600	A	8.75	A		
USGS	02323500	1944-04-28							9.32	A	18600	A	8.79	A		
USGS	02323500	1944-04-29							9.34	A	18600	A	8.81	A		
USGS	02323500	1944-04-30							9.46	A	19100	A	8.93	A		
USGS	02323500	1944-05-01							9.64	A	19300	A	9.11	A		
USGS	02323500	1944-05-02							9.84	A	19800	A	9.31	A		
USGS	02323500	1944-05-03							10.00	A	20400	A	9.47	A		
USGS	02323500	1944-05-04							10.15	A	20900	A	9.62	A		
USGS	02323500	1944-05-05							10.25	A	20900	A	9.72	A		
USGS	02323500	1944-05-06							10.35	A	21400	A	9.82	A		
USGS	02323500	1944-05-07							10.35	A	21400	A	9.82	A		
USGS	02323500	1944-05-08							10.27	A	21200	A	9.74	A		
USGS	02323500	1944-05-09							10.15	A	20900	A	9.62	A		
USGS	02323500	1944-05-10							9.94	A	20100	A	9.41	A		
USGS	02323500	1944-05-11							9.94	A	20100	A	9.41	A		
USGS	02323500	1944-05-12							9.78	A	19800	A	9.25	A		
USGS	02323500	1944-05-13							9.58	A	19300	A	9.05	A		
USGS	02323500	1944-05-14							9.48	A	19100	A	8.95	A		
USGS	02323500	1944-05-15							9.30	A	18600	A	8.77	A		
USGS	02323500	1944-05-16							9.10	A	18100	A	8.57	A		
USGS	02323500	1944-05-17							8.86	A	17700	A	8.33	A		
USGS	02323500	1944-05-18							8.52	A	16800	A	7.99	A		
USGS	02323500	1944-05-19							8.22	A	16100	A	7.69	A		
USGS	02323500	1944-05-20							8.02	A	15700	A	7.49	A		
USGS	02323500	1944-05-21							7.64	A	14900	A	7.11	A		
USGS	02323500	1944-05-22							7.34	A	14200	A	6.81	A		
USGS	02323500	1944-05-23							7.24	A	14000	A	6.71	A		
USGS	02323500	1944-05-24							6.96	A	13600	A	6.43	A		
USGS	02323500	1944-05-25							6.74	A	13000	A	6.21	A		
USGS	02323500	1944-05-26							6.50	A	12600	A	5.97	A		
USGS	02323500	1944-05-27							6.30	A	12200	A	5.77	A		
USGS	02323500	1944-05-28							6.00	A	11600	A	5.47	A		
USGS	02323500	1944-05-29									11200	A				
USGS	02323500	1944-05-30									10900	A				
USGS	02323500	1944-05-31									10600	A				
USGS	02323500	1944-06-01									9800	A				
USGS	02323500	1944-06-02									9800	A				
USGS	02323500	1944-06-03									9800	A				
USGS	02323500	1944-06-04									9800	A				
USGS	02323500	1944-06-05									9800	A				
USGS	02323500	1944-06-06									9200	A				
USGS	02323500	1944-06-07									9200	A				
USGS	02323500	1944-06-08									9200	A				
